-log10pvalue	-log10qvalue	rank	basepairs
0.35	0.00	433449364	797408829
0.34	0.00	1230858193	99264639
0.33	0.00	1330122832	27697036
0.32	0.00	1357819868	15768271
0.31	0.00	1373588139	23163151
0.30	0.00	1396751290	20764589
0.28	0.00	1417515879	104364119
0.27	0.00	1521879998	17544705
0.26	0.00	1539424703	16945022
0.25	0.00	1556369725	22526396
0.24	0.00	1578896121	72258599
0.23	0.00	1651154720	59302867
0.22	0.00	1710457587	14141379
0.21	0.00	1724598966	12724075
0.20	0.00	1737323041	338757149
0.19	0.00	2076080190	16715314
0.18	0.00	2092795504	9346148
0.17	0.00	2102141652	58844157
0.16	0.00	2160985809	8610724
0.15	0.00	2169596533	42952976
0.14	0.00	2212549509	5874004
0.13	0.00	2218423513	29584304
0.12	0.00	2248007817	6734230
0.11	0.00	2254742047	19397046
0.10	0.00	2274139093	28312621
0.09	0.00	2302451714	8448542
0.08	0.00	2310900256	446034
0.07	0.00	2311346290	9028024
0.06	0.00	2320374314	206363430
0.05	0.00	2526737744	2302961
0.04	0.00	2529040705	9038152
0.03	0.00	2538078857	1733894
0.02	0.00	2539812751	65143364
0.01	0.00	2604956115	25292508
0.00	0.00	2630248623	11651100
